PropNum,Prop ID,Boro,AMPSDistrict,Prop Name,Site Name,Prop Location,Site Location,Acres,Category,Sub-Category,Rated,Reason Not Rated,Council District,ZipCode,COMMUNITYBOARD,Jurisdiction,NYSAssembly,NYSSenate,USCongress,Precinct,ComfortStation,PermitDistrict,GISBoro,GIS Site Location
XZ416,XZ416,X,09,Sitting Area,,"S/s Cross Bronx Exwy, Taylor & Mcgraw Av","S/s Cross Bronx Exwy, Taylor & Mcgraw Av",0.237,Greenstreet,,0,,,,,DOT,,,,,0,,,
X182,X182,X,01,Millbrook Playground,,E. 135 St. bet. Cypress Ave. and St Ann's Ave.,E. 135 St. bet. Cypress Ave. and St Ann's Ave.,1.053,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
QS020,QS020,Q,09,I.S. 210,,97 Ave. bet.ween 93 St. and 94 St.,97 Ave. bet.ween 93 St. and 94 St.,0.456,,,0,,,,,DOE,,,,,0,,,
MZ314,MZ314,M,04,GREENSTREET,,9th Ave And W 19th Street (south),9th Ave And W 19th Street (south),0.001,Greenstreet,,0,,,,,DOT,,,,,0,,,
MZ351,MZ351,M,05,Greenstreet,,Broadway & W 51 St N side,Broadway & W 51 St N side,0.009,Greenstreet,,0,,,,,DOT,,,,,0,,,
B484,B484,B,05,Gregory's Garden,,Warwick St. between Pitkin Ave. and Belmont Ave.,Warwick St. between Pitkin Ave. and Belmont Ave.,0.119,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
R017A,R017A,R,02,Greenbelt Native Plant Center,,Victory Blvd. bet. Ridgeway Ave. and Travis Ave.,Victory Blvd. bet. Ridgeway Ave. and Travis Ave.,12.247,Large Park,Flagship Park,0,Undeveloped wetland,,,,DPR,,,,,0,,,
BG577,BG577,B,19,Greenstreet,,"Grand Army Plaza, E side of island just North of center monument","Grand Army Plaza, E side of island just North of center monument",0.008,Greenstreet,Type 1 Greenstreet,0,,,,,DOT,,,,,0,,,
QZ269,QZ269,Q,03,Greenstreet,,34 Av Bet 91 St & 92 St,34 Av Bet 91 St & 92 St,0.035,Greenstreet,Type 2,0,,,,,DOT,,,,,0,,,
QZ71,QZ71,Q,07,Greenstreet,,francis lewis bl & 157 st,francis lewis bl & 157 st,0.058,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
B501,B501,B,16,St Mark's Block Association,,St Mark's Ave. and Ralph Ave.,St Mark's Ave. and Ralph Ave.,0.211,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
BZ457,BZ457,B,18,GREENSTREET,,Flatbush Av Bet. Av U & Av V (2),Flatbush Av Bet. Av U & Av V (2),0.037,Greenstreet,,0,,,,,DOT,,,,,0,,,
M358,M358,M,03,First Street Garden,,E. 1 St. bet. 1 Ave. and 2 Ave.,E. 1 St. bet. 1 Ave. and 2 Ave.,0.061,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
QZ372,QZ372,Q,08,Greenstreet,,FL Blvd bet Union Tpke & 73 Ave  (6),FL Blvd bet Union Tpke & 73 Ave  (6),0.06,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
BZ100,BZ100,B,16,GREENSTREET,,Fulton Street & Thomas Boyland Avenue,Fulton Street & Thomas Boyland Avenue,0.018,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
Q220,Q220,Q,12,VAN WYCK EXPRESSWAY,,QUEENS BLVD TO SHORE PKWY,QUEENS BLVD TO SHORE PKWY,0,Other,EXWY,0,HWY,,,,DPR,,,,,0,,,
BZ118,BZ118,B,05,GREENSTREET,,Linden Blvd btw Pennsylvania Ave & Wyona St,Linden Blvd btw Pennsylvania Ave & Wyona St,0.013,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
XZ126,XZ126,X,08,GREENSTREET,,West 230th St. And Riverdale Ave.,West 230th St. And Riverdale Ave.,0.029,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
BS079,BS079,B,17,P.S. 399,,Albermarle Rd. between Rogers Ave. and E. 28 St.,Albermarle Rd. between Rogers Ave. and E. 28 St.,0.313,,,0,,,,,DOE,,,,,0,,,
B162,B162,B,12,Brizzi Playground,,"10 Ave., New Utrecht Ave. bet. 43 St. and 42 St.","10 Ave., New Utrecht Ave. bet. 43 St. and 42 St.",0.649,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
B210L,B210L,B,07,64th Street Community Garden,,N/B Gowanus Exwy. bet. 63 St. and 64 St.,N/B Gowanus Exwy. bet. 63 St. and 64 St.,0.009,Other,EXWY,0,EXWY,,,,DPR,,,,,0,,,
QZ375,QZ375,Q,08,Greenstreet,,FL Blvd bet. Union Tpke & GC Pkwy (3),FL Blvd bet. Union Tpke & GC Pkwy (3),0.054,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
X039,X039-ZN05,X,15,Pelham Bay Park,,"Bruckner Blvd, Eastchester, Hutchinson",(s) Crimi Road To (n) Pelham Parkway To (w) Bruckner Expwy,15.847,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
QZ236,QZ236,Q,03,Greenstreet,,23 Av & 91 St,23 Av & 91 St,0.038,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
QZ646,QZ646,Q,14,Greenstreet,,Bch 112 St & Ocean Promenade,Bch 112 St & Ocean Promenade,0.008,Greenstreet,Type 1,0,sandy (permanent?),,,,DOT,,,,,0,,,
M037,M037-10,M,12A,Highbridge Park,,"W 155 St and Dyckman St, Edgecombe Av & Amsterdam Av",W 164 St & Edgecombe Ave,0.737,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
X010,X010,X,03,Crotona Park,,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East","Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",127.5,Large Park,Large Park,0,Rated as separate zones,,,,DPR,,,,,0,,,
QS053,QS053,Q,03,P.S. 69,,77 St. to 78 St. at 37 Ave.,77 St. to 78 St. at 37 Ave.,0.373,,,0,,,,,DOE,,,,,0,,,
QZ506,QZ506,Q,12,Greenstreet,,Foch Bl Bet 170 St & 171 St,Foch Bl Bet 170 St & 171 St,0.04,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
QZ581,QZ581,Q,13,Greenstreet,,225 St Bet. 141 Ave &135 Ave (3),225 St Bet. 141 Ave &135 Ave (3),0.209,Greenstreet,Type 1,0,Rated as Q283,,,,DOT,,,,,0,,,
B473,B473,B,03,Hancock T and T,,Hancock St. between Tompkins Ave. and Throop Ave.,Hancock St. between Tompkins Ave. and Throop Ave.,0.081,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
RZ155,RZ155,R,01,GREENSTREET,,Nicholas And Blackford,Nicholas And Blackford,0.038,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ42,QZ42,Q,13,211 MALLS,,"211 ST, 99 TO HOLLIS AVES","211 ST, 99 TO HOLLIS AVES",0,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
X310,X310,X,02,Locust Point Marina,,Longstreet Ave. bet. Harding Ave. and Giegerich Pl.,Longstreet Ave. bet. Harding Ave. and Giegerich Pl.,22.07,Other,Building,0,,,,,DPR,,,,,0,,,
QZ133,QZ133,Q,01,Greenstreet,,Vernon Bl & 41st Avnue,Vernon Bl & 41st Avnue,0.043,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ139,QZ139,Q,02,Greenstreet,,Vernon Bl & 48 Av,Vernon Bl & 48 Av,0.002,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
R050,R050,R,01,Forest Grove,,"Forest Ave., Elizabet.h Grove Rd.","Forest Ave., Elizabet.h Grove Rd.",0.39,Small Park,Undeveloped,1,,,,,DPR,,,,,0,,,
MZ288,MZ288,M,08,GREENSTREET,,Queensboro Bridge Exit Bet. E 61 St And E 62 St,Queensboro Bridge Exit Bet. E 61 St And E 62 St,0.005,Greenstreet,,0,,,,,DOT,,,,,0,,,
QZ917,QZ917,Q,13,Greenstreet,,253 st bet 87 Av & 86 ave  2,253 st bet 87 Av & 86 ave  2,0.055,Greenstreet,,0,,,,,DOT,,,,,0,,,
X148A1,X148A1,X,04,Park,,Nelson Av bet. W 172 St and Cross Bronx Exwy,Nelson Av bet. W 172 St and Cross Bronx Exwy,0.031,Small Park,Sitting Area/Triangle/Mall,0,Not DPR - DOT,,,,DPR,,,,,0,,,
X195B,X195B,X,09,Park,,S/B Bruckner Exwy. West of Morrison Ave.,S/B Bruckner Exwy. West of Morrison Ave.,0.102,Small Park,Sitting Area/Triangle/Mall,0,tiny strip used as zone barrier. 4/02 -AT,,,,DPR,,,,,0,,,
M071,M071-ZN22,M,14,Riverside Park,,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",109th To 112th Sts Next To Henry Hudson Parkway,4.747,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
M148,M148,M,11,White Playground,,E. 105 St. To E. 106 St. bet. Lexington Ave. and 3 Ave.,E. 105 St. To E. 106 St. bet. Lexington Ave. and 3 Ave.,0.684,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
QZ65,QZ65,Q,06,Greenstreet,,Horace Harding Expwy (east) & 108 St,Horace Harding Expwy (east) & 108 St,0.058,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ260,QZ260,Q,03,Greenstreet,,34th Av Btw 82 & 83 Streets,34th Av Btw 82 & 83 Streets,0.039,Greenstreet,Type 2,0,,,,,DOT,,,,,0,,,
M051,M051,M,07,Richard Tucker Park,,"Broadway To Columbus Ave, W. 66 St.","Broadway To Columbus Ave, W. 66 St.",0.051,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
MZ73,MZ73,M,14,GREENSTREET,,Riverside Dr btw W 143 St & W 142 St,Riverside Dr btw W 143 St & W 142 St,0.025,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
Q320,Q320,Q,08,Vleigh Playground,,"70 Rd., 71 Ave. bet. 150 St. and Kissena Blvd.","70 Rd., 71 Ave. bet. 150 St. and Kissena Blvd.",2.243,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
QZ727,QZ727,Q,08,Greenstreet,,Main St. & Vleigh Pl & 75 Av,Main St. & Vleigh Pl & 75 Av,0.052,Greenstreet,,0,,,,,DOT,,,,,0,,,
B260,B260,B,16,Howard Playground,,Mother Gaston Blvd. and Glenmore Ave.,Mother Gaston Blvd. and Glenmore Ave.,1,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
B077,B077-01,B,06,Coffey Park,,Verona St. bet. Richard St. and Dwight St.,"King, Richards & Dwight Sts",2.369,Small Park,Plgd Within Park,1,,,,,DPR,,,,,1,,,
XZ44,XZ44,X,13,Greenstreet,,East 242nd St/van Cortlandt Park East/ka,East 242nd St/van Cortlandt Park East/ka,0.072,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
Q519,Q519,Q,13,Laurelton Community Garden of Resilience,,145 Dr. bet. 179 St. and 180 St.,145 Dr. bet. 179 St. and 180 St.,0.054,,,0,,,,,DPR,,,,,,,,
X003,X003,X,11,Pelham Parkway,,"Bronx Park, Hutch. River Pkwy. bet. Pelham Pkwy North and South","Bronx Park, Hutch. River Pkwy. bet. Pelham Pkwy North and South",108.91,Large Park,Large Park,0,Rated as separate zones,,,,DPR,,,,,0,,,
B223DE,B223DE,B,02,Brooklyn Heights Promenade,,Montague St. bet. Montague Ter. and BQE,Montague St. bet. Montague Ter. and BQE,0.21,Small Park,Sitting Area/Triangle/Mall,0,LP,,,,DPR,,,,,0,,,
B060,B060-01,B,10,McKinley Park,,"73 St., Ft. Hamilton Pkwy., 7 Ave.","74-75 Sts, Ft Hamilton Pkwy",1.229,Small Park,Plgd Within Park,1,,,,,DPR,,,,,1,,,
Q050,Q050-ZN08B,Q,14,Rockaway Beach,,"Ocean Promenade, bet. Beach 126 St. and Beach 110 St.",Btwn 116th And 121st St,15.5,Large Park,Beach Zone,1,,,,,DPR,,,,,0,,,
Q360R,Q360R,Q,05,Sitting Area,,"58 Ave., 73 St., Queens - Mid-Town Exwy. Sr. Rd. S.","58 Ave., 73 St., Queens - Mid-Town Exwy. Sr. Rd. S.",0.09,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR/SDOT,,,,,0,,,
BZ250,BZ250,B,07,GREENSTREET,,3rd Ave & 39th St,3rd Ave & 39th St,0.033,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
R049,R049,R,01,Bedford Green,,"Waverly Pl., Targee St.","Waverly Pl., Targee St.",0.11,Small Park,Undeveloped,1,,,,,DPR,,,,,0,,,
Q232,Q232,Q,01,Dwyer Square,,"Northern Blvd., 34 Ave. bet. 47 St. and 48 St.","Northern Blvd., 34 Ave. bet. 47 St. and 48 St.",0.002,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
XZ465,XZ465,X,02,,,"Lafayette Ave, Edgewater Rd, & Drake St S","Lafayette Ave, Edgewater Rd, & Drake St S",0.078,Greenstreet,,0,,,,,DOT,,,,,0,,,
QZ865,QZ865,Q,05,Greenstreet,,Union Tp btw 86 st & 87 st,Union Tp btw 86 st & 87 st,0.053,Greenstreet,,0,,,,,DOT,,,,,0,,,
RZ258,RZ258,R,03,GREENSTREET,,Manchester And Vespa Av,Manchester And Vespa Av,0.018,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ39,QZ39,Q,12,Greenstreet,,Liberty Ave & Farmers Blvd & 109 Ave,Liberty Ave & Farmers Blvd & 109 Ave,0.168,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
RZ217,RZ217,R,01,GREENSTREET,,Colonial And Burgher,Colonial And Burgher,0.022,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
BZ470,BZ470,B,06,Todd Memorial Square,,"Columbia St, Sigourney St, and Halleck St","Columbia St, Sigourney St, and Halleck St",0.162,Greenstreet,,0,,,,,DOT,,,,,0,,,
B023,B023,B,03,Lafayette Playground,,Lafayette Ave. bet. Malcolm X Blvd. and Patch Ave.,Lafayette Ave. bet. Malcolm X Blvd. and Patch Ave.,0.517,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
R003,R003,R,01,Barrett Park,,Glenwood Pl. bet. Clove Rd. and Broadway,Glenwood Pl. bet. Clove Rd. and Broadway,8.108,Large Park,Large Park,0,This park is concessioned to the SI Zoo,,,,DPR,,,,,0,,,
B210F,B210F,B,06,Admiral Triangle,,"Hamilton Ave., Nelson St. Clinton St.","Hamilton Ave., Nelson St. Clinton St.",0.433,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
QZ367,QZ367,Q,08,Greenstreet,,Francis L Blvd bet. Union Tpke & 73 Ave (1),Francis L Blvd bet. Union Tpke & 73 Ave (1),0.045,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
Q104,Q104-02,Q,01,Queensbridge Park,,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",41st Rd And 12th St (East Of Vernon Blvd),0.486,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
QZ663,QZ663,Q,14,Greenstreet,,Bch 116 ST & NEWPORT AV,Bch 116 ST & NEWPORT AV,0.029,Greenstreet,Type 1,0,,,,,DOT,,,,,0,,,
X148,X148,X,04,CROSS BRONX EXWY (6.2 MILES),,WASHINGTON BRIDGE TO THROGS NECK BRIDGE,WASHINGTON BRIDGE TO THROGS NECK BRIDGE,15.085,Other,EXWY,0,EXWY,,,,DPR,,,,,0,,,
M254,M254,M,03,Gustave Hartman Square,,"E. Houston St., Ave. C and E. 2 St.","E. Houston St., Ave. C and E. 2 St.",0.095,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
M394,M394,M,10,St. Nicholas Miracle Garden,,St. Nicholas Ave. bet. W. 126 St. and W. 127 St.,St. Nicholas Ave. bet. W. 126 St. and W. 127 St.,0.038,,,0,,,,,DPR,,,,,0,,,
X034,X034-06,X,04,Mullaly Park,,Jerome Av to River Av bet. E 164 St and McClellan St at Cromwell Ave,Cromwell Ave & McClellan St,0.297,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
B210M,B210M,B,10,Park,,S/B Gowanus Exwy. bet. 64 St. and 65 St.,S/B Gowanus Exwy. bet. 64 St. and 65 St.,0.008,Other,EXWY,0,EXWY,,,,DPR,,,,,0,,,
QS017,QS017,Q,02,P.S. 150,,"Skillman Ave., 43 Ave., 41 St., and 40 St.","Skillman Ave., 43 Ave., 41 St., and 40 St.",0.844,,,0,,,,,DOE,,,,,0,,,
XZ324,XZ324,X,04,GREENSTREET,,Jerome Ave. And East 161st St.,Jerome Ave. And East 161st St.,0.061,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
M354,M354,M,03,Orchard Alley Garden,,E. 4 St. bet. Ave. C and Ave. D,E. 4 St. bet. Ave. C and Ave. D,0.224,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
B594,B594,B,09,Maple Street Community Garden,,Maple St. bet. Rogers Ave. and Nostrand Ave.,Maple St. bet. Rogers Ave. and Nostrand Ave.,1.377,,Maple Street Community Garden,0,,,,,DPR,,,,,,,,
Q127,Q127,Q,12,Marconi Park,,"157 St., 155 St. bet. 108 Ave. and 109 Ave.","157 St., 155 St. bet. 108 Ave. and 109 Ave.",4.635,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
B028,B028-ZN02,B,10,Dyker Beach Park,,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.","14 Ave, 86th St, Golf Course",17.624,Large Park,Large Park Zone,1,,,,,DPR,,,,,0,,,
Q517,Q517,Q,08,Brinckerhoff,,182 Street bet. 69 Ave. and 73 Ave.,182 Street bet. 69 Ave. and 73 Ave.,0,,,0,,,,,Private,,,,,,,,
RZ076S,RZ076S,R,01,GREENSTREET,,Bay And Slosson,Bay And Slosson,0.045,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ460,QZ460,Q,11,Greenstreet,,Alameda Av  bet. 245 St & Northern Blvd    (9),Alameda Av  bet. 245 St & Northern Blvd    (9),0.049,Greenstreet,Type 1,0,Rated as Q262. SEE MAP ON FILE IN THE J:Drive Under HARD TO FIND SITES/ GREENSTREETS,,,,DOT,,,,,0,,,
M345,M345,M,03,Kenkeleba House Garden,,E. 2 St. bet. Ave. B and Ave. C,E. 2 St. bet. Ave. B and Ave. C,0.249,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
X148E,X148E,X,05,Peace Park,,Cross Bronx Exwy Service Rd N bet. Topping Av and Clay Av,Cross Bronx Exwy Service Rd N bet. Topping Av and Clay Av,0.141,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
QZ355,QZ355,Q,07,Greenstreet,,Francis Lewis Bl & Locke Av,Francis Lewis Bl & Locke Av,0.055,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
MZ279,MZ279,M,14,Greenstreet,,Riverside Drive & W 108 St,Riverside Drive & W 108 St,0.052,Greenstreet,,0,,,,,DOT,,,,,0,,,
Q416,Q416,Q,14,Park,,Beach Channel Dr. bet. B. 128 and B. 130 Sts.,Beach Channel Dr. bet. B. 128 and B. 130 Sts.,0.704,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
BZ507,BZ507,B,04,Heisser Triangle,,"Knickerbocker Ave, Myrtle Ave, and Bleecker St","Knickerbocker Ave, Myrtle Ave, and Bleecker St",0.038,Greenstreet,,0,,,,,DOT,,,,,0,,,
RZ325,RZ325,R,01,GREENSTREET,,Harborview Plaza & Bay Street,Harborview Plaza & Bay Street,0.163,Greenstreet,,0,,,,,DOT,,,,,0,,,
QZ530,QZ530,Q,12,Greenstreet,,Springfield Bl Bet 131 Av & 193 St,Springfield Bl Bet 131 Av & 193 St,0.085,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
B007,B007-01,B,11,Bensonhurst Park,,Cropsey Ave. bet. 21 Ave. and Bay Pkwy.,Bay Pkwy & Cropsey Avenue,0.6,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
BS086,BS086,B,06,P.S. 15 SYPG,,Van Brunt St. bet. Wolcott St. and Sullivan St.,Van Brunt St. bet. Wolcott St. and Sullivan St.,0.796,,,0,,,,,DOE,,,,,0,,,
MZ422,MZ422,M,10,Greenstreet,,Adam Clayton Powell Blvd Bet. 133 St & 134 st,Adam Clayton Powell Blvd Bet. 133 St & 134 st,0.045,Greenstreet,,0,,,,,DOT,,,,,0,,,
RZ105,RZ105,R,02B,GREENSTREET,,Fr Capodanno And Sand,Fr Capodanno And Sand,0.013,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
BZ315,BZ315,B,18,GREENSTREET,,"Foster Ave, Kings Highway & East 53rd St","Foster Ave, Kings Highway & East 53rd St",0.025,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
R024,R024,R,01,Tompkinsville Park,,"Bay St., Victory Blvd.","Bay St., Victory Blvd.",0.424,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
X289,X289,X,06,Mapes Park,,"Mapes Ave., Prospect Ave. bet. E. 180 St. and E. 181 St.","Mapes Ave., Prospect Ave. bet. E. 180 St. and E. 181 St.",1.868,Small Park,Neighborhood Park,1,,,,,DPR,,,,,0,,,
RZ31,RZ31,R,01,GREENSTREET,,Howard And Signal Hill,Howard And Signal Hill,0.045,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
BZ481,BZ481,B,03,Beattie Square (t),,"Broadway, Stuyvesant, and Vernon Aves","Broadway, Stuyvesant, and Vernon Aves",0.089,Greenstreet,,0,Rated under B006,,,,DOT,,,,,0,,,
BZ263,BZ263,B,17,GREENSTREET,,Kings Hwy & E 58th St,Kings Hwy & E 58th St,0.041,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
B118B,B118B,B,06,St. Mary's Park,,Smith St. bet. Nelson St. and Huntington St.,Smith St. bet. Nelson St. and Huntington St.,0.367,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
B073,B073-ZN09,B,19,Prospect Park,,"Prospect Pk W, Flatbush, Parkside, Ocean Aves","Pergola, Lincoln Rd., East Lake Dr.",9.123,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
QZ94,QZ94,Q,09,SITTING AREA,,"LEFFERTS BLVD, AUSTIN ST","LEFFERTS BLVD, AUSTIN ST",0,Small Park,Sitting Area/Triangle/Mall,0,not parks property.  BD 2/13/03,,,,DPR,,,,,0,,,
QZ311,QZ311,Q,05,GREENSTREET,,WOODHAVEN BLVD BET. 82 AVE & MYRTLE AVE (2),WOODHAVEN BLVD BET. 82 AVE & MYRTLE AVE (2),0,Greenstreet,Type 2,0,Just trees (type 2).,,,,DPR,,,,,0,,,
B165A,B165A,B,18,Spring Creek Park,,"Belt Pkwy., Fresh Creek, Seaview Ave.","Belt Pkwy., Fresh Creek, Seaview Ave.",2.203,Other,Fill,0,fill,,,,DPR,,,,,0,,,
Q362,Q362,Q,03,Playground Ninety,,"89 St., 90 St. bet. Northern Blvd. and Jackson Mill Rd.","89 St., 90 St. bet. Northern Blvd. and Jackson Mill Rd.",1.25,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
X150L,X150L,X,08,Van Cortlandt's Tail,,Broadway bet. W 239 St and Van Cortlandt Pa,Broadway bet. W 239 St and Van Cortlandt Pa,0.35,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
XZ283,XZ283,X,07,GREENSTREET,,Jerome Ave. And Morris Ave.,Jerome Ave. And Morris Ave.,0.006,Greenstreet,Type 1,0,Now just tree pits. AB 7/2021.,,,,DOT,,,,,0,,,
MT03,MT03,M,07,Arsenal West,,W. 61 St. bet. Broadway and Columbus Ave.,W. 61 St. bet. Broadway and Columbus Ave.,0,,,0,building,,,,DCAS,,,,,0,,,
QZ871,QZ871,Q,07,Greenstreet,,College Point Bl Bet 27 Av & 28 Ave,College Point Bl Bet 27 Av & 28 Ave,0.04,Greenstreet,,0,,,,,DOT,,,,,0,,,
Q357A1,Q357A1,Q,04,Park,,Horace Harding Exwy. Sr. Rd. N. bet. 94 St. and Junction Blvd,Horace Harding Exwy. Sr. Rd. N. bet. 94 St. and Junction Blvd,0.022,,,0,,,,,DPR,,,,,0,,,
BZ267,BZ267,B,18,Greenstreet,,"Nostrand Av, Stuart St, and Quentin Rd","Nostrand Av, Stuart St, and Quentin Rd",0.035,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
M166,M166,M,11,Harlem Art Park,,E. 120 St. and Sylvan Pl.,E. 120 St. and Sylvan Pl.,0.347,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
RZ123,RZ123,R,01,GREENSTREET,,Canal And Wright,Canal And Wright,0.039,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
M195,M195,M,03,Sidney Hillman Playground,,Lewis St. bet. Delancey St. and Broome St.,Lewis St. bet. Delancey St. and Broome St.,0.245,Small Park,JOP,1,,,,,DPR/DOE,,,,,0,,,
BS010,BS010,B,14,P.S. 139,,Cortelyou Rd. and Rugby Rd.,Cortelyou Rd. and Rugby Rd.,0.501,Small Park,DOE Plgd,0,,,,,DOE,,,,,0,,,
QZ741,QZ741,Q,04,Greenstreet,,Corona Av & 99 St,Corona Av & 99 St,0.043,Greenstreet,,0,,,,,DOT,,,,,0,,,
X004,XZ294o,X,09,Bronx River Parkway,,Bronx River bet. Burke Ave. and the New York City-Westchester Line,Bronx Blvd & Carpenter Av & 219 St,0.016,Greenstreet,Type 1,0,District switch,,,,DPR,,,,,0,,,
B065,B065,B,12,Ocean Parkway Malls,,"Ocean Parkway bet. Coney Island Ave., Parkside Ave. and Sea Breeze Ave.","Ocean Parkway bet. Coney Island Ave., Parkside Ave. and Sea Breeze Ave.",140,Large Park,Large Park,0,Rated as separate zones,,,,DPR/CDOT,,,,,0,,,
X092,X092-ZN01,X,13,Van Cortlandt Park,,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",Van Cortlandt Park South To Broadway To Putnam Trail,2.779,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
BS076,BS076,B,14,P.S. 249,,"Marlborough Rd., Rugby Rd., Caton Ave.","Marlborough Rd., Rugby Rd., Caton Ave.",0.758,,,0,,,,,DOE,,,,,0,,,
BS044,BS044,B,10,P.S. 176,,12 Ave. bet.ween Bay Ridge Rd. and Ovington Ave.,12 Ave. bet.ween Bay Ridge Rd. and Ovington Ave.,0.405,,,0,,,,,DOE,,,,,0,,,
MZ250,MZ250,M,05,Greenstreet,,Park Ave South Bet. E 21 & E 22 Sts,Park Ave South Bet. E 21 & E 22 Sts,0.028,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
XZ426,XZ426,X,09,Woodrow Wilson Triangle,,"Soundview Ave, Underhill Ave, Patterson","Soundview Ave, Underhill Ave, Patterson",0.098,Greenstreet,,0,,,,,DOT,,,,,0,,,
MS012,MS012,M,12,P.S. 132,,Wadsworth Ave. bet.ween W. 183 St. and W. 182 St.,Wadsworth Ave. bet.ween W. 183 St. and W. 182 St.,0.109,Small Park,DOE Plgd,0,,,,,DOE,,,,,0,,,
B196,B196,B,01,Pvt. Sonsire Triangle,,"Union Ave., N. 11 St. and Roebling St.","Union Ave., N. 11 St. and Roebling St.",0.036,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
